Battle,battle_location,Enemy,Lvl,HP,XP,GP,AtkMult,HitPercent,Atk,DefMul,Evade,Defense,MDefMult,MagicEvade,MDef,MinSpd,MaxSpd,SpellPower,ScriptValue1,ScriptValue2,ScriptValue3,ScriptValue4
karate,Asura (Feymarch),Karate,63,23000,20000,0,10,99,134,0,0,0,8,80,37,66,66,0,,,,
karate,Cave Bahamut,Karate,47,37000,35000,0,13,99,174,0,0,1,1,60,8,27,27,0,,,,
karate,Baigan (Baron Castle 1),Karate,9,4200,4820,3000,4,99,52,0,0,0,3,60,11,8,8,0,,,,
karate,Calbrena (Dwarf Castle 1),Karate,47,8524,21000,8000,7,99,96,1,80,2,6,60,25,11,11,0,,,,
karate,CPU (Giant 2),Karate,48,24000,150000,10333,13,99,174,4,45,4,8,50,38,38,38,0,,,,
karate,Cave Magnes,Karate,19,5000,7000,9000,4,99,54,0,0,3,99,99,254,11,11,0,,,,
karate,Dark Imp (Tower Key),Karate,16,597,5820,135,5,70,56,0,0,0,0,0,0,18,21,0,,,,
karate,D Lunar (Lunar Sub),Karate,99,42000,100000,0,11,85,144,3,30,4,10,80,54,30,30,0,,,,
karate,Mist Cave,Karate,10,465,700,200,2,90,16,0,0,5,7,80,31,5,5,0,,,,
karate,Elements (Giant 1),Karate,79,65000,102500,20000,10,80,128,2,35,3,3,60,4,89,89,0,,,,
karate,Sealed Cave,Karate,37,19000,23000,8000,6,90,84,1,35,2,7,80,29,66,66,0,,,,
karate,Fabul Defense,Karate,15,1880,5590,1425,3,90,36,2,20,2,3,60,11,6,9,0,,,,
karate,Golbez (Dwarf Castle 2),Karate,31,3002,20000,11000,5,99,68,0,0,0,0,0,0,27,27,0,,,,
karate,Baron Guards (Baron Inn 1),Karate,18,400,1440,1000,3,99,46,1,90,1,3,40,14,11,14,0,,,,
karate,Baron Throne Room,Karate,16,4000,5500,4000,3,99,44,2,50,2,10,50,48,15,15,0,,,,
karate,Karate (Baron Inn 2),Karate,31,4000,0,0,6,99,86,0,0,0,0,0,0,4,7,0,,,,
karate,Eblan Royalty (Upper Babil 1),Karate,15,6000,0,0,9,85,116,0,0,0,0,0,0,53,53,0,,,,
karate,Leviatan (Feymarch),Karate,79,35000,28000,0,13,99,174,0,0,5,10,80,47,53,53,0,,,,
karate,Dr Lugae (Lower Babil - Top),Karate,25,18943,26020,11000,6,99,86,1,50,1,0,0,0,27,27,0,,,,
karate,Magus Sisters (Zot 1),Karate,16,9000,9000,9000,5,80,60,1,45,2,3,60,11,7,7,0,,,,
karate,Milon (Ordeals 1),Karate,15,2780,3800,3300,1,75,19,1,35,2,0,0,0,8,8,0,,,,
karate,Milon Z (Ordeals 2),Karate,15,3000,4000,3000,3,99,44,1,60,1,6,40,22,9,9,0,,,,
karate,Dark Knight Cecil (Ordeals 3),Karate,17,1000,0,0,3,99,46,0,0,0,3,60,11,5,5,0,,,,
karate,Mt Hobs,Karate,15,1250,4360,1755,3,80,30,0,0,0,1,40,9,7,7,0,,,,
karate,Watery Passage,Karate,10,2350,1200,500,2,99,22,0,0,0,6,60,25,31,31,0,,,,
karate,Odin (Baron Castle Basement),Karate,53,20500,18000,0,9,85,116,2,90,3,7,50,32,43,46,0,,,,
karate,Kaipo Inn,Karate,11,302,880,245,3,75,26,1,65,2,2,60,12,2,4,0,,,,
karate,Ogopogo (Lunar Core),Karate,62,37000,61100,0,11,99,150,4,55,4,9,50,40,38,38,0,,,,
karate,Pale Dim (Lunar Sub),Karate,98,27300,59000,0,11,85,144,5,40,5,10,50,48,40,43,0,,,,
karate,Plague (Lunar Sub),Karate,96,28000,31200,550,11,90,146,4,50,5,7,50,32,29,32,0,,,,
karate,Rubicant (Upper Babil 2),Karate,50,25200,25000,7000,7,80,88,1,90,1,8,80,37,38,38,0,,,,
karate,Valvalis (Zot 2),Karate,36,6000,9500,5500,5,99,70,0,0,0,3,40,12,18,18,0,,,,
karate,Wyvern (Lunar Sub),Karate,99,25000,64300,0,12,90,160,4,80,5,10,50,52,43,46,0,,,,
kingqueen,Antlion Cave,K.Eblan,2,500,750,400,2,85,11,0,0,2,2,60,8,5,5,0,,,,
kingqueen,Antlion Cave,Q.Eblan,2,500,750,400,1,80,2,0,0,2,2,60,8,1,2,0,,,,
kingqueen,Asura (Feymarch),K.Eblan,63,11500,10000,0,10,99,134,0,0,0,8,80,37,66,66,0,,,,
kingqueen,Asura (Feymarch),Q.Eblan,63,11500,10000,0,3,85,34,0,0,0,8,80,37,18,18,0,,,,
kingqueen,Cave Bahamut,K.Eblan,47,18500,17500,0,13,99,174,0,0,1,1,60,8,27,27,0,,,,
kingqueen,Cave Bahamut,Q.Eblan,47,18500,17500,0,4,80,44,0,0,1,1,60,8,8,8,0,,,,
kingqueen,Baigan (Baron Castle 1),K.Eblan,9,2100,2410,1500,4,99,52,0,0,0,3,60,11,8,8,0,,,,
kingqueen,Baigan (Baron Castle 1),Q.Eblan,9,2100,2410,1500,2,85,13,0,0,0,3,60,11,1,2,0,,,,
kingqueen,Calbrena (Dwarf Castle 1),K.Eblan,47,4262,10500,4000,7,99,96,1,80,2,6,60,25,11,11,0,,,,
kingqueen,Calbrena (Dwarf Castle 1),Q.Eblan,47,4262,10500,4000,3,75,24,1,80,2,6,60,25,4,4,0,,,,
kingqueen,CPU (Giant 2),K.Eblan,48,12000,75000,5166,13,99,174,4,45,4,8,50,38,38,38,0,,,,
kingqueen,CPU (Giant 2),Q.Eblan,48,12000,75000,5166,4,80,44,4,45,4,8,50,38,11,11,0,,,,
kingqueen,Cave Magnes,K.Eblan,19,2500,3500,4500,4,99,54,0,0,3,99,99,254,11,11,0,,,,
kingqueen,Cave Magnes,Q.Eblan,19,2500,3500,4500,2,90,15,0,0,3,99,99,254,4,4,0,,,,
kingqueen,Dark Imp (Tower Key),K.Eblan,16,299,2910,67,5,70,56,0,0,0,0,0,0,18,21,0,,,,
kingqueen,Dark Imp (Tower Key),Q.Eblan,16,299,2910,67,3,60,15,0,0,0,0,0,0,5,5,0,,,,
kingqueen,D Lunar (Lunar Sub),K.Eblan,99,21000,50000,0,11,85,144,3,30,4,10,80,54,30,30,0,,,,
kingqueen,D Lunar (Lunar Sub),Q.Eblan,99,21000,50000,0,3,90,38,3,30,4,10,80,54,8,8,0,,,,
kingqueen,Mist Cave,K.Eblan,10,233,350,100,2,90,16,0,0,5,7,80,31,5,5,0,,,,
kingqueen,Mist Cave,Q.Eblan,10,233,350,100,1,80,2,0,0,5,7,80,31,1,2,0,,,,
kingqueen,Elements (Giant 1),K.Eblan,79,52000,51250,10000,10,80,128,2,35,3,3,60,4,89,89,0,,,,
kingqueen,Elements (Giant 1),Q.Eblan,79,52000,51250,10000,3,85,34,2,35,3,3,60,4,23,26,0,,,,
kingqueen,Sealed Cave,K.Eblan,37,9500,11500,4000,6,90,84,1,35,2,7,80,29,66,66,0,,,,
kingqueen,Sealed Cave,Q.Eblan,37,9500,11500,4000,2,99,22,1,35,2,7,80,29,18,18,0,,,,
kingqueen,Fabul Defense,K.Eblan,15,940,2795,712,3,90,36,2,20,2,3,60,11,6,9,0,,,,
kingqueen,Fabul Defense,Q.Eblan,15,940,2795,712,2,85,11,2,20,2,3,60,11,1,3,0,,,,
kingqueen,Golbez (Dwarf Castle 2),K.Eblan,31,1501,10000,5500,5,99,68,0,0,0,0,0,0,27,27,0,,,,
kingqueen,Golbez (Dwarf Castle 2),Q.Eblan,31,1501,10000,5500,2,95,18,0,0,0,0,0,0,8,8,0,,,,
kingqueen,Baron Guards (Baron Inn 1),K.Eblan,18,200,720,500,3,99,46,1,90,1,3,40,14,11,14,0,,,,
kingqueen,Baron Guards (Baron Inn 1),Q.Eblan,18,200,720,500,2,85,11,1,90,1,3,40,14,4,4,0,,,,
kingqueen,Baron Throne Room,K.Eblan,16,2000,2750,2000,3,99,44,2,50,2,10,50,48,15,15,0,,,,
kingqueen,Baron Throne Room,Q.Eblan,16,2000,2750,2000,2,85,11,2,50,2,10,50,48,4,4,0,,,,
kingqueen,Karate (Baron Inn 2),K.Eblan,31,2000,0,0,6,99,86,0,0,0,0,0,0,4,7,0,,,,
kingqueen,Karate (Baron Inn 2),Q.Eblan,31,2000,0,0,2,99,22,0,0,0,0,0,0,1,2,0,,,,
kingqueen,Eblan Royalty (Upper Babil 1),K.Eblan,15,3000,0,0,9,85,116,0,0,0,0,0,0,53,53,0,,,,
kingqueen,Eblan Royalty (Upper Babil 1),Q.Eblan,15,3000,0,0,3,80,30,0,0,0,0,0,0,15,15,0,,,,
kingqueen,Leviatan (Feymarch),K.Eblan,79,17500,14000,0,13,99,174,0,0,5,10,80,47,53,53,0,,,,
kingqueen,Leviatan (Feymarch),Q.Eblan,79,17500,14000,0,4,80,44,0,0,5,10,80,47,15,15,0,,,,
kingqueen,Dr Lugae (Lower Babil - Top),K.Eblan,25,9472,13010,5500,6,99,86,1,50,1,0,0,0,27,27,0,,,,
kingqueen,Dr Lugae (Lower Babil - Top),Q.Eblan,25,9472,13010,5500,2,99,22,1,50,1,0,0,0,8,8,0,,,,
kingqueen,Magus Sisters (Zot 1),K.Eblan,16,4500,4500,4500,5,80,60,1,45,2,3,60,11,7,7,0,,,,
kingqueen,Magus Sisters (Zot 1),Q.Eblan,16,4500,4500,4500,2,90,16,1,45,2,3,60,11,1,2,0,,,,
kingqueen,Milon (Ordeals 1),K.Eblan,15,1390,1900,1650,1,75,19,1,35,2,0,0,0,8,8,0,,,,
kingqueen,Milon (Ordeals 1),Q.Eblan,15,1390,1900,1650,1,60,6,1,35,2,0,0,0,1,2,0,,,,
kingqueen,Milon Z (Ordeals 2),K.Eblan,15,1500,2000,1500,3,99,44,1,60,1,6,40,22,9,9,0,,,,
kingqueen,Milon Z (Ordeals 2),Q.Eblan,15,1500,2000,1500,2,85,11,1,60,1,6,40,22,1,3,0,,,,
kingqueen,Dark Knight Cecil (Ordeals 3),K.Eblan,17,500,0,0,3,99,46,0,0,0,3,60,11,5,5,0,,,,
kingqueen,Dark Knight Cecil (Ordeals 3),Q.Eblan,17,500,0,0,2,85,11,0,0,0,3,60,11,1,2,0,,,,
kingqueen,Mt Hobs,K.Eblan,15,625,2180,877,3,80,30,0,0,0,1,40,9,7,7,0,,,,
kingqueen,Mt Hobs,Q.Eblan,15,625,2180,877,1,60,8,0,0,0,1,40,9,1,2,0,,,,
kingqueen,Watery Passage,K.Eblan,10,1175,600,250,2,99,22,0,0,0,6,60,25,31,31,0,,,,
kingqueen,Watery Passage,Q.Eblan,10,1175,600,250,1,60,6,0,0,0,6,60,25,9,9,0,,,,
kingqueen,Odin (Baron Castle Basement),K.Eblan,53,10250,9000,0,9,85,116,2,90,3,7,50,32,43,46,0,,,,
kingqueen,Odin (Baron Castle Basement),Q.Eblan,53,10250,9000,0,3,80,30,2,90,3,7,50,32,11,14,0,,,,
kingqueen,Kaipo Inn,K.Eblan,11,151,440,122,3,75,26,1,65,2,2,60,12,2,4,0,,,,
kingqueen,Kaipo Inn,Q.Eblan,11,151,440,122,1,60,6,1,65,2,2,60,12,1,2,0,,,,
kingqueen,Ogopogo (Lunar Core),K.Eblan,62,18500,30550,0,11,99,150,4,55,4,9,50,40,38,38,0,,,,
kingqueen,Ogopogo (Lunar Core),Q.Eblan,62,18500,30550,0,3,90,38,4,55,4,9,50,40,11,11,0,,,,
kingqueen,Pale Dim (Lunar Sub),K.Eblan,98,13650,29500,0,11,85,144,5,40,5,10,50,48,40,43,0,,,,
kingqueen,Pale Dim (Lunar Sub),Q.Eblan,98,13650,29500,0,3,90,38,5,40,5,10,50,48,11,11,0,,,,
kingqueen,Plague (Lunar Sub),K.Eblan,96,14000,15600,275,11,90,146,4,50,5,7,50,32,29,32,0,,,,
kingqueen,Plague (Lunar Sub),Q.Eblan,96,14000,15600,275,3,90,38,4,50,5,7,50,32,9,9,0,,,,
kingqueen,Rubicant (Upper Babil 2),K.Eblan,50,12600,12500,3500,7,80,88,1,90,1,8,80,37,38,38,0,,,,
kingqueen,Rubicant (Upper Babil 2),Q.Eblan,50,12600,12500,3500,3,75,24,1,90,1,8,80,37,11,11,0,,,,
kingqueen,Valvalis (Zot 2),K.Eblan,36,3000,4750,2750,5,99,70,0,0,0,3,40,12,18,18,0,,,,
kingqueen,Valvalis (Zot 2),Q.Eblan,36,3000,4750,2750,2,95,18,0,0,0,3,40,12,5,5,0,,,,
kingqueen,Wyvern (Lunar Sub),K.Eblan,99,12500,32150,0,12,90,160,4,80,5,10,50,52,43,46,0,,,,
kingqueen,Wyvern (Lunar Sub),Q.Eblan,99,12500,32150,0,4,70,42,4,80,5,10,50,52,11,14,0,,,,
leviatan,Antlion Cave,Leviatan,2,1000,1500,800,2,85,11,0,0,2,2,60,8,5,5,1,,,,
leviatan,Asura (Feymarch),Leviatan,63,23000,20000,0,10,99,134,0,0,0,8,80,37,66,66,69,,,,
leviatan,Cave Bahamut,Leviatan,47,37000,35000,0,13,99,174,0,0,1,1,60,8,27,27,17,,,,
leviatan,Baigan (Baron Castle 1),Leviatan,9,4200,4820,3000,4,99,52,0,0,0,3,60,11,8,8,9,,,,
leviatan,Calbrena (Dwarf Castle 1),Leviatan,47,8524,21000,8000,7,99,96,0,0,2,6,60,25,11,11,41,,,,
leviatan,CPU (Giant 2),Leviatan,48,24000,150000,10333,13,99,174,0,0,4,8,50,38,38,38,127,,,,
leviatan,Cave Magnes,Leviatan,19,5000,7000,9000,4,99,54,0,0,3,99,99,254,11,11,15,,,,
leviatan,Dark Imp (Tower Key),Leviatan,16,597,5820,135,5,70,56,0,0,0,0,0,0,18,21,7,,,,
leviatan,D Lunar (Lunar Sub),Leviatan,99,42000,100000,0,11,85,144,0,0,4,10,80,54,30,30,36,,,,
leviatan,Mist Cave,Leviatan,10,465,700,200,2,90,16,0,0,5,7,80,31,5,5,10,,,,
leviatan,Elements (Giant 1),Leviatan,79,65000,102500,20000,10,80,128,0,0,3,3,60,4,89,89,15,,,,
leviatan,Sealed Cave,Leviatan,37,19000,23000,8000,6,90,84,0,0,2,7,80,29,66,66,79,,,,
leviatan,Fabul Defense,Leviatan,15,1880,5590,1425,3,90,36,0,0,2,3,60,11,6,9,7,,,,
leviatan,Golbez (Dwarf Castle 2),Leviatan,31,3002,20000,11000,5,99,68,0,0,0,0,0,0,27,27,1,,,,
leviatan,Baron Guards (Baron Inn 1),Leviatan,18,400,1440,1000,3,99,46,0,0,1,3,40,14,11,14,26,,,,
leviatan,Baron Throne Room,Leviatan,16,4000,5500,4000,3,99,44,0,0,2,10,50,48,15,15,29,,,,
leviatan,Karate (Baron Inn 2),Leviatan,31,4000,0,0,6,99,86,0,0,0,0,0,0,4,7,14,,,,
leviatan,Eblan Royalty (Upper Babil 1),Leviatan,15,6000,0,0,9,85,116,0,0,0,0,0,0,53,53,7,,,,
leviatan,Leviatan (Feymarch),Leviatan,79,35000,28000,0,13,99,174,0,0,5,10,80,47,53,53,34,,,,
leviatan,Dr Lugae (Lower Babil - Top),Leviatan,25,18943,26020,11000,6,99,86,0,0,1,0,0,0,27,27,7,,,,
leviatan,Magus Sisters (Zot 1),Leviatan,16,9000,9000,9000,5,80,60,0,0,2,3,60,11,7,7,11,,,,
leviatan,Milon (Ordeals 1),Leviatan,15,2780,3800,3300,1,75,19,0,0,2,0,0,0,8,8,14,,,,
leviatan,Milon Z (Ordeals 2),Leviatan,15,3000,4000,3000,3,99,44,0,0,1,6,40,22,9,9,31,,,,
leviatan,Dark Knight Cecil (Ordeals 3),Leviatan,17,1000,0,0,3,99,46,0,0,0,3,60,11,5,5,8,,,,
leviatan,Mt Hobs,Leviatan,15,1250,4360,1755,3,80,30,0,0,0,1,40,9,7,7,5,,,,
leviatan,Watery Passage,Leviatan,10,2350,1200,500,2,99,22,0,0,0,6,60,25,31,31,5,,,,
leviatan,Odin (Baron Castle Basement),Leviatan,53,20500,18000,0,9,85,116,0,0,3,7,50,32,43,46,95,,,,
leviatan,Kaipo Inn,Leviatan,11,302,880,245,3,75,26,0,0,2,2,60,12,2,4,5,,,,
leviatan,Ogopogo (Lunar Core),Leviatan,62,37000,61100,0,11,99,150,0,0,4,9,50,40,38,38,127,,,,
leviatan,Pale Dim (Lunar Sub),Leviatan,98,27300,59000,0,11,85,144,0,0,5,10,50,48,40,43,31,,,,
leviatan,Plague (Lunar Sub),Leviatan,96,28000,31200,550,11,90,146,0,0,5,7,50,32,29,32,42,,,,
leviatan,Rubicant (Upper Babil 2),Leviatan,50,25200,25000,7000,7,80,88,0,0,1,8,80,37,38,38,16,,,,
leviatan,Valvalis (Zot 2),Leviatan,36,6000,9500,5500,5,99,70,0,0,0,3,40,12,18,18,63,,,,
leviatan,Wyvern (Lunar Sub),Leviatan,99,25000,64300,0,12,90,160,0,0,5,10,50,52,43,46,8,,,,
lugae,Antlion Cave,Dr.Lugae,3,234,318,146,1,65,2,0,0,0,2,85,11,1,2,0,,,,
lugae,Antlion Cave,Balnab,3,208,318,182,2,85,11,0,0,0,2,85,11,5,5,3,,,,
lugae,Antlion Cave,Balnab-Z,4,212,2,182,3,60,15,0,0,2,2,90,15,5,5,0,,,,
lugae,Antlion Cave,Dr.Lugae,2,349,865,291,2,85,11,0,0,2,2,60,8,5,5,1,,,,
lugae,Asura (Feymarch),Dr.Lugae,81,5362,4228,0,3,80,28,0,0,0,10,80,47,27,27,0,,,,
lugae,Asura (Feymarch),Balnab,81,4769,4228,0,10,99,134,0,0,0,10,80,47,69,69,255,,,,
lugae,Asura (Feymarch),Balnab-Z,99,4857,16,0,13,99,174,0,0,0,5,99,70,69,69,0,,,,
lugae,Asura (Feymarch),Dr.Lugae,63,8014,11530,0,10,99,134,0,0,0,8,80,37,66,66,69,,,,
lugae,Cave Bahamut,Dr.Lugae,61,8626,7399,0,3,90,36,0,0,0,1,60,10,11,11,0,,,,
lugae,Cave Bahamut,Balnab,61,7671,7399,0,13,99,174,0,0,0,1,60,10,31,31,76,,,,
lugae,Cave Bahamut,Balnab-Z,89,7813,27,0,13,99,174,0,0,1,2,90,15,31,31,0,,,,
lugae,Cave Bahamut,Dr.Lugae,47,12892,20177,0,13,99,174,0,0,1,1,60,8,27,27,17,,,,
lugae,Baigan (Baron Castle 1),Dr.Lugae,12,980,1019,546,2,85,11,0,0,0,4,60,15,4,4,0,,,,
lugae,Baigan (Baron Castle 1),Balnab,12,871,1019,682,4,99,52,0,0,0,4,60,15,9,9,40,,,,
lugae,Baigan (Baron Castle 1),Balnab-Z,17,887,4,682,5,99,68,0,0,0,2,99,20,9,9,0,,,,
lugae,Baigan (Baron Castle 1),Dr.Lugae,9,1464,2779,1091,4,99,52,0,0,0,3,60,11,8,8,9,,,,
lugae,Calbrena (Dwarf Castle 1),Dr.Lugae,61,1988,4439,1455,1,80,20,0,0,0,7,80,31,4,4,0,,,,
lugae,Calbrena (Dwarf Castle 1),Balnab,61,1768,4439,1819,7,99,96,0,0,0,7,80,31,10,13,182,,,,
lugae,Calbrena (Dwarf Castle 1),Balnab-Z,89,1800,17,1819,10,80,128,1,65,2,10,80,47,10,13,0,,,,
lugae,Calbrena (Dwarf Castle 1),Dr.Lugae,47,2970,12107,2910,7,99,96,1,80,2,6,60,25,11,11,41,,,,
lugae,CPU (Giant 2),Dr.Lugae,62,5595,31707,1879,3,90,36,0,0,0,10,50,48,15,15,0,,,,
lugae,CPU (Giant 2),Balnab,62,4976,31707,2349,13,99,174,0,0,0,10,50,48,41,44,255,,,,
lugae,CPU (Giant 2),Balnab-Z,91,5068,116,2349,13,99,174,4,35,4,5,99,70,41,44,0,,,,
lugae,CPU (Giant 2),Dr.Lugae,48,8362,86472,3758,13,99,174,4,45,4,8,50,38,38,38,127,,,,
lugae,Cave Magnes,Dr.Lugae,25,1166,1480,1637,2,85,11,0,0,0,99,100,255,4,4,0,,,,
lugae,Cave Magnes,Balnab,25,1037,1480,2046,4,99,54,0,0,0,99,100,255,10,13,67,,,,
lugae,Cave Magnes,Balnab-Z,36,1056,6,2046,6,70,72,0,0,3,255,99,255,10,13,0,,,,
lugae,Cave Magnes,Dr.Lugae,19,1743,4036,3273,4,99,54,0,0,3,99,99,254,11,11,15,,,,
lugae,Dark Imp (Tower Key),Dr.Lugae,21,140,1231,25,2,60,12,0,0,0,0,0,0,8,8,0,,,,
lugae,Dark Imp (Tower Key),Balnab,21,124,1231,31,5,70,56,0,0,0,0,0,0,21,24,20,,,,
lugae,Dark Imp (Tower Key),Balnab-Z,31,127,5,31,6,70,74,0,0,0,0,0,0,21,24,0,,,,
lugae,Dark Imp (Tower Key),Dr.Lugae,16,209,3356,50,5,70,56,0,0,0,0,0,0,18,21,5,,,,
lugae,D Lunar (Lunar Sub),Dr.Lugae,99,9792,21138,0,3,80,30,0,0,0,5,99,70,11,11,0,,,,
lugae,D Lunar (Lunar Sub),Balnab,99,8707,21138,0,11,85,144,0,0,0,5,99,70,32,35,160,,,,
lugae,D Lunar (Lunar Sub),Balnab-Z,99,8869,77,0,13,99,174,3,20,4,8,80,102,32,35,0,,,,
lugae,D Lunar (Lunar Sub),Dr.Lugae,99,14634,57648,0,11,85,144,3,30,4,10,80,54,30,30,36,,,,
lugae,Mist Cave,Dr.Lugae,13,109,148,37,2,70,3,0,0,0,9,80,41,1,2,0,,,,
lugae,Mist Cave,Balnab,13,97,148,46,2,90,16,0,0,0,9,80,41,5,5,45,,,,
lugae,Mist Cave,Balnab-Z,19,99,1,46,1,80,21,0,0,5,10,80,54,5,5,0,,,,
lugae,Mist Cave,Dr.Lugae,10,163,404,73,2,90,16,0,0,5,7,80,31,5,5,10,,,,
lugae,Elements (Giant 1),Dr.Lugae,99,24245,21667,3637,3,75,26,0,0,0,4,80,5,34,37,0,,,,
lugae,Elements (Giant 1),Balnab,99,21560,21667,4546,10,80,128,0,0,0,4,80,5,111,111,67,,,,
lugae,Elements (Giant 1),Balnab-Z,99,21961,79,4546,13,90,170,2,25,3,5,70,6,111,111,0,,,,
lugae,Elements (Giant 1),Dr.Lugae,79,36236,59090,7273,10,80,128,2,35,3,3,60,4,89,89,15,,,,
lugae,Sealed Cave,Dr.Lugae,48,4430,4862,1455,1,75,18,0,0,0,8,80,37,27,27,0,,,,
lugae,Sealed Cave,Balnab,48,3939,4862,1819,6,90,84,0,0,0,8,80,37,69,69,255,,,,
lugae,Sealed Cave,Balnab-Z,70,4013,18,1819,9,75,112,1,25,2,10,80,54,69,69,0,,,,
lugae,Sealed Cave,Dr.Lugae,37,6620,13260,2910,6,90,84,1,35,2,7,80,29,66,66,79,,,,
lugae,Fabul Defense,Dr.Lugae,20,439,1182,260,1,60,8,0,0,0,4,60,15,2,4,0,,,,
lugae,Fabul Defense,Balnab,20,390,1182,324,3,90,36,0,0,0,4,60,15,7,10,19,,,,
lugae,Fabul Defense,Balnab-Z,29,397,5,324,4,90,48,2,20,2,2,99,20,7,10,0,,,,
lugae,Fabul Defense,Dr.Lugae,15,656,3223,519,3,90,36,2,20,2,3,60,11,6,9,5,,,,
lugae,Golbez (Dwarf Castle 2),Dr.Lugae,40,700,4228,2000,2,85,13,0,0,0,0,0,0,11,11,0,,,,
lugae,Golbez (Dwarf Castle 2),Balnab,40,623,4228,2500,5,99,68,0,0,0,0,0,0,31,31,5,,,,
lugae,Golbez (Dwarf Castle 2),Balnab-Z,59,634,16,2500,7,80,90,0,0,0,0,0,0,31,31,0,,,,
lugae,Golbez (Dwarf Castle 2),Dr.Lugae,31,1046,11530,4000,5,99,68,0,0,0,0,0,0,27,27,1,,,,
lugae,Baron Guards (Baron Inn 1),Dr.Lugae,24,94,305,182,1,60,10,0,0,0,4,40,18,5,5,0,,,,
lugae,Baron Guards (Baron Inn 1),Balnab,24,83,305,228,3,99,46,0,0,0,4,40,18,13,16,116,,,,
lugae,Baron Guards (Baron Inn 1),Balnab-Z,34,85,2,228,5,80,60,1,70,1,6,80,27,13,16,0,,,,
lugae,Baron Guards (Baron Inn 1),Dr.Lugae,18,140,831,364,3,99,46,1,90,1,3,40,14,11,14,26,,,,
lugae,Baron Throne Room,Dr.Lugae,21,933,1163,728,1,60,10,0,0,0,5,80,62,7,7,0,,,,
lugae,Baron Throne Room,Balnab,21,830,1163,910,3,99,44,0,0,0,5,80,62,18,18,129,,,,
lugae,Baron Throne Room,Balnab-Z,31,845,5,910,5,70,58,2,40,2,7,80,90,18,18,0,,,,
lugae,Baron Throne Room,Dr.Lugae,16,1394,3171,1455,3,99,44,2,50,2,10,50,48,15,15,30,,,,
lugae,Karate (Baron Inn 2),Dr.Lugae,40,933,0,0,1,75,18,0,0,0,0,0,0,1,3,0,,,,
lugae,Karate (Baron Inn 2),Balnab,40,830,0,0,6,99,86,0,0,0,0,0,0,5,8,39,,,,
lugae,Karate (Baron Inn 2),Balnab-Z,59,845,0,0,9,80,114,0,0,0,0,0,0,5,8,0,,,,
lugae,Karate (Baron Inn 2),Dr.Lugae,31,1394,0,0,6,99,86,0,0,0,0,0,0,4,7,9,,,,
lugae,Eblan Royalty (Upper Babil 1),Dr.Lugae,20,1399,0,0,3,75,24,0,0,0,0,0,0,19,22,0,,,,
lugae,Eblan Royalty (Upper Babil 1),Balnab,20,1244,0,0,9,85,116,0,0,0,0,0,0,65,65,19,,,,
lugae,Eblan Royalty (Upper Babil 1),Balnab-Z,29,1267,0,0,12,75,154,0,0,0,0,0,0,65,65,0,,,,
lugae,Eblan Royalty (Upper Babil 1),Dr.Lugae,15,2091,0,0,9,85,116,0,0,0,0,0,0,53,53,5,,,,
lugae,Leviatan (Feymarch),Dr.Lugae,99,8160,5919,0,3,90,36,0,0,0,5,80,60,19,22,0,,,,
lugae,Leviatan (Feymarch),Balnab,99,7256,5919,0,13,99,174,0,0,0,5,80,60,65,65,151,,,,
lugae,Leviatan (Feymarch),Balnab-Z,99,7391,22,0,13,99,174,0,0,5,7,80,88,65,65,0,,,,
lugae,Leviatan (Feymarch),Dr.Lugae,79,12195,16142,0,13,99,174,0,0,5,10,80,47,53,53,34,,,,
lugae,Dr Lugae (Lower Babil - Top),Dr.Lugae,32,4416,5500,2000,1,75,18,0,0,0,0,0,0,11,11,0,,,,
lugae,Dr Lugae (Lower Babil - Top),Balnab,32,3927,5500,2500,6,99,86,0,0,0,0,0,0,31,31,31,,,,
lugae,Dr Lugae (Lower Babil - Top),Balnab-Z,47,4001,20,2500,9,80,114,1,40,1,0,0,0,31,31,0,,,,
lugae,Dr Lugae (Lower Babil - Top),Dr.Lugae,25,6600,15000,4000,6,99,86,1,50,1,0,0,0,27,27,7,,,,
lugae,Magus Sisters (Zot 1),Dr.Lugae,21,2099,1903,1637,2,60,12,0,0,0,4,60,15,1,3,0,,,,
lugae,Magus Sisters (Zot 1),Balnab,21,1866,1903,2046,5,80,60,0,0,0,4,60,15,8,8,49,,,,
lugae,Magus Sisters (Zot 1),Balnab-Z,31,1901,7,2046,8,70,80,1,35,2,2,99,20,8,8,0,,,,
lugae,Magus Sisters (Zot 1),Dr.Lugae,16,3136,5189,3273,5,80,60,1,45,2,3,60,11,7,7,11,,,,
lugae,Milon (Ordeals 1),Dr.Lugae,20,649,804,600,1,55,2,0,0,0,0,0,0,4,4,0,,,,
lugae,Milon (Ordeals 1),Balnab,20,577,804,750,1,75,19,0,0,0,0,0,0,9,9,62,,,,
lugae,Milon (Ordeals 1),Balnab-Z,29,588,3,750,3,75,26,1,25,2,0,0,0,9,9,0,,,,
lugae,Milon (Ordeals 1),Dr.Lugae,15,969,2191,1200,1,75,19,1,35,2,0,0,0,8,8,14,,,,
lugae,Milon Z (Ordeals 2),Dr.Lugae,20,700,846,546,1,60,10,0,0,0,7,50,28,4,4,0,,,,
lugae,Milon Z (Ordeals 2),Balnab,20,622,846,682,3,99,44,0,0,0,7,50,28,11,11,138,,,,
